a,b,c,true_class,predicted_class
-0.41187,-3.36549,-2.48075,1.0,1.0
-1.3246,-4.30439,0.84338,1.0,1.0
1.07534,-4.37848,-0.97689,0.0,0.0
-0.85999,-1.6618,0.5774,0.0,0.0
-1.54043,-0.83591,2.97524,1.0,1.0
-3.37891,1.19115,0.05594,1.0,1.0
-1.94928,2.27535,0.51188,1.0,1.0
-0.22638,1.67669,3.0229,1.0,0.0
4.72669,1.2935,3.7444,1.0,1.0
-4.98908,0.30236,-2.85352,0.0,0.0
-4.05808,0.31971,2.46827,0.0,0.0
-0.87727,1.70107,-0.10281,0.0,0.0
-0.62914,-2.09743,-1.17406,0.0,0.0
-1.50204,1.46187,-3.83981,1.0,1.0
-4.07364,1.60013,0.46298,1.0,1.0
-0.698,-3.47557,-0.88973,0.0,0.0
2.89732,3.89621,2.02577,0.0,0.0
-4.40088,1.7041,-2.59014,0.0,0.0
-1.84749,-3.04127,2.75756,0.0,0.0
1.48602,1.11835,1.67973,0.0,1.0
-2.63228,-0.55356,1.33254,0.0,0.0
1.36594,2.91852,-2.12896,0.0,0.0
2.70336,-0.59816,1.70173,1.0,1.0
-0.44281,4.4861,-3.20698,0.0,0.0
1.75005,0.76535,-3.27269,1.0,1.0
-4.33994,2.99144,-3.42549,1.0,1.0
-3.13493,4.78434,2.17261,0.0,0.0
-2.49513,0.90949,0.34112,1.0,1.0
3.44473,2.29321,3.31721,1.0,1.0
-2.88493,1.40219,-4.59759,0.0,0.0
-4.31059,2.13527,-4.7558,0.0,0.0
0.79765,3.40405,-1.20058,1.0,1.0
-4.5516,2.13847,4.29686,0.0,0.0
2.17171,0.78447,-2.69971,0.0,0.0
-4.84624,1.94672,-2.68974,0.0,0.0
3.58163,-0.33636,0.30636,0.0,0.0
2.53937,2.79431,1.42651,1.0,1.0
4.38432,4.82298,4.46885,1.0,1.0
3.24179,2.05625,1.63326,1.0,1.0
-3.9625,-2.28516,-4.94312,0.0,0.0
-3.6259,-0.60771,-3.53463,1.0,1.0
4.01663,3.05699,-4.28388,1.0,1.0
-2.51086,3.19072,3.03046,1.0,1.0
4.45451,4.97548,4.7627,0.0,0.0
-0.89862,-2.49672,2.5841,0.0,0.0
-2.00727,3.064,0.33955,1.0,1.0
2.93927,-2.2412,0.08027,0.0,0.0
0.64024,4.43108,-2.33402,1.0,1.0
4.36688,3.04859,2.30894,1.0,1.0
2.8687,1.05425,-2.5592,0.0,0.0
-3.10505,3.66341,2.25139,1.0,1.0
-2.86796,1.15093,-0.52454,0.0,0.0
-3.41345,0.31857,-2.18481,1.0,1.0
-4.03756,-0.33042,0.90109,1.0,1.0
-4.53094,-0.97907,-2.42338,1.0,1.0
-4.69349,-3.74337,-3.60966,1.0,1.0
-3.17126,3.03378,-0.60508,1.0,1.0
-3.52914,-3.99703,-2.0206,1.0,1.0
2.98016,-1.3554,-3.40103,1.0,1.0
-0.95884,0.55312,-4.70416,0.0,0.0
1.27642,-1.04899,-4.90274,0.0,0.0
1.73889,2.12388,1.2884,1.0,1.0
-1.5807,0.29605,-1.12842,0.0,0.0
2.00622,0.8358,-4.18201,1.0,1.0
1.43094,1.87238,-1.29298,0.0,0.0
3.75786,3.43014,-3.24833,0.0,0.0
4.04266,-0.59128,2.2375,0.0,0.0
3.14097,0.05112,-1.00898,1.0,1.0
4.15451,-2.69146,-2.4303,1.0,1.0
-1.3838,3.59466,4.38788,0.0,0.0
-2.79932,3.6387,-2.41797,1.0,1.0
4.70641,0.97408,-4.92914,1.0,1.0
-4.6587,-3.52515,-3.12427,1.0,1.0
2.67619,-2.77234,4.69142,1.0,1.0
1.36112,1.92518,-2.82183,0.0,0.0
3.92706,1.67815,3.64406,1.0,1.0
4.56481,-3.74359,-4.03413,0.0,0.0
3.03408,3.66126,0.83761,0.0,0.0
-1.33999,1.5263,-1.94336,0.0,0.0
-2.61614,-0.11855,-2.83846,0.0,0.0
-0.16296,4.56607,3.39784,1.0,1.0
4.41631,3.06329,-1.45249,0.0,0.0
3.12045,4.22916,4.47036,1.0,1.0
1.83198,-2.88633,-4.60271,1.0,1.0
-3.528,4.65547,-0.37903,1.0,1.0
3.54986,-0.34956,1.60818,1.0,1.0
-4.75859,-2.50135,-0.63731,1.0,1.0
1.30631,-3.28479,2.64551,0.0,0.0
-1.35595,3.17435,-4.02031,1.0,1.0
1.79757,-2.06672,2.95383,0.0,0.0
-0.9783,1.6535,4.34305,1.0,1.0
-4.79373,-4.88883,2.70279,0.0,0.0
1.46393,-2.0702,-0.05603,1.0,1.0
-4.58064,-3.07554,-0.75504,0.0,0.0
3.34044,-0.20333,0.86363,0.0,0.0
3.73754,-1.91181,2.00699,1.0,1.0
3.61667,-2.97384,-1.43522,1.0,1.0
4.7981,4.83219,-2.7677,0.0,0.0
-4.33554,-2.29078,-1.02268,1.0,1.0
-0.58994,1.18806,3.99503,0.0,0.0
-1.69652,3.49985,-4.06521,1.0,1.0
-4.58125,0.04045,-4.40338,1.0,1.0
-1.0751,3.96778,-2.58517,0.0,0.0
2.05976,-1.97635,-4.5508,0.0,0.0
0.56691,3.34853,-0.90532,0.0,0.0
1.17294,4.00024,2.89695,0.0,0.0
-3.06124,2.33384,0.01893,1.0,1.0
2.45967,-0.05484,-3.72042,1.0,1.0
0.69909,-0.07866,0.17922,1.0,1.0
3.78902,3.94837,-0.46463,0.0,0.0
-0.44268,0.15187,0.19589,1.0,1.0
4.50387,1.494,-2.22543,0.0,0.0
0.31537,1.27224,1.39772,1.0,0.0
0.85254,-3.22264,-4.66407,0.0,0.0
-1.62157,-0.72478,-4.38196,1.0,1.0
3.14967,-1.55923,4.13633,0.0,0.0
-3.4559,-4.43065,-0.17684,1.0,1.0
-3.10871,4.37399,-4.89697,0.0,0.0
-0.8738,4.26748,-1.15582,1.0,1.0
-4.06891,-1.97105,-0.0199,1.0,1.0
-3.14848,-0.33438,3.36343,1.0,1.0
3.72618,-4.50739,-3.39097,1.0,1.0
-2.2471,0.94866,-1.39005,0.0,0.0
3.44041,2.16672,-3.99544,0.0,0.0
1.24558,-3.86987,-2.44964,1.0,1.0
-3.22129,-3.26938,1.16396,0.0,0.0
0.63605,-3.23972,4.90173,1.0,1.0
-0.78163,-4.02931,-3.79431,1.0,1.0
0.83894,4.79069,0.71951,0.0,0.0
4.49041,-0.55867,-0.64159,1.0,1.0
7e-05,1.97425,-1.32384,1.0,1.0
3.63886,-4.70719,-0.60236,1.0,1.0
0.10992,1.07032,-2.23928,1.0,1.0
-0.7252,-0.15462,1.8691,0.0,1.0
2.73544,2.37827,-1.58417,1.0,1.0
4.99451,3.48665,-2.39977,0.0,0.0
-3.04894,-1.85979,-0.47655,1.0,1.0
3.50799,2.78362,3.51246,0.0,0.0
-2.28043,0.93461,-2.16751,0.0,0.0
-3.90977,1.84198,-3.57002,1.0,1.0
1.67698,1.47964,3.10248,0.0,1.0
-3.60445,2.8348,4.99277,1.0,1.0
3.51042,2.51812,1.62165,0.0,0.0
-0.78219,2.305,2.24178,0.0,0.0
1.31498,2.96278,-0.51236,0.0,0.0
-3.78747,0.59068,-2.34956,0.0,0.0
-1.15567,-4.82585,-1.17209,1.0,1.0
3.08801,0.42722,-4.90199,1.0,1.0
-0.30156,-2.08548,-0.22449,0.0,0.0
-0.95307,4.31979,-4.58823,0.0,0.0
1.83588,3.51027,4.59239,0.0,0.0
-3.22364,0.31305,-4.5641,0.0,0.0
-0.00816,-3.74542,3.37897,1.0,1.0
-3.8613,0.13288,0.21096,1.0,1.0
4.7165,1.54981,-2.1216,1.0,1.0
-2.59201,-3.71752,2.56515,1.0,1.0
1.90757,1.09877,-4.5916,1.0,1.0
2.62829,1.41888,4.63889,0.0,0.0
0.87202,-1.96048,-1.18479,0.0,0.0
-3.24159,2.22914,2.07722,1.0,1.0
-2.9935,-3.41511,-4.22995,1.0,1.0
4.11976,-2.6693,-1.55836,0.0,0.0
-2.19495,-0.86375,2.14049,1.0,1.0
3.70596,-3.17401,1.86412,1.0,1.0
-1.47438,4.80527,-2.01081,1.0,1.0
-4.92807,0.1564,-3.49269,0.0,0.0
-4.55506,1.98269,2.32259,1.0,1.0
-0.39301,1.76886,0.38239,1.0,1.0
1.29801,0.96704,1.65823,0.0,0.0
-3.00369,-2.31293,-0.60037,1.0,1.0
-0.53872,2.74412,-1.32606,1.0,1.0
-3.37495,-2.48534,-2.85266,0.0,0.0
2.3166,-0.2966,2.08631,1.0,1.0
-0.8378,3.89736,4.8352,0.0,0.0
1.69843,3.63813,0.07933,1.0,1.0
4.34621,3.31586,4.91779,1.0,1.0
1.23094,2.79207,0.42868,0.0,0.0
-2.4088,-1.45245,3.94005,0.0,0.0
-4.44052,0.9148,-1.27516,1.0,1.0
-1.13307,3.84571,3.53822,1.0,1.0
0.98842,-2.27081,-0.24544,0.0,0.0
-0.91707,-1.46382,-3.97214,1.0,1.0
0.43114,-1.98169,1.60808,0.0,0.0
-1.80796,-0.68837,-4.4764,0.0,0.0
4.92538,0.0761,-4.75762,1.0,1.0
0.41231,3.70354,2.72552,1.0,0.0
2.00907,-3.60535,1.57737,1.0,1.0
2.66298,0.72419,3.92749,0.0,0.0
-2.2301,-2.57855,3.6957,0.0,0.0
1.25398,-4.98553,-1.46869,1.0,1.0
3.57856,-4.7268,-4.96752,0.0,0.0
-2.18741,4.14,4.01478,0.0,0.0
0.18762,0.53237,-1.67992,1.0,1.0
-2.56263,3.15222,-3.93705,1.0,1.0
-0.12646,1.34397,-3.9632,0.0,0.0
0.19607,0.77521,2.42496,0.0,1.0
-2.65164,-2.06672,0.69521,1.0,1.0
4.83126,-2.82507,4.85904,1.0,1.0
2.14343,3.26082,-4.10359,0.0,0.0
-1.9958,-4.42264,-1.28453,1.0,1.0
4.8129,-3.94727,0.62373,0.0,0.0
-4.93929,2.12683,-3.02807,1.0,1.0
-3.70415,-1.62982,2.71044,0.0,0.0
-3.93387,-2.70161,-4.91536,1.0,1.0
4.68415,0.92146,2.199,1.0,1.0
1.51383,-3.55635,0.9494,1.0,1.0
-3.68584,-0.98764,0.68963,1.0,1.0
0.58881,-3.80927,-4.65564,0.0,0.0
2.98234,2.25922,-4.18181,1.0,1.0
-3.72584,3.92584,2.69129,0.0,0.0
4.9616,-2.46013,-0.12197,0.0,0.0
-2.6354,1.228,-3.84586,0.0,0.0
-3.72757,-4.28112,1.93586,0.0,0.0
-0.05927,1.17731,3.79301,0.0,0.0
2.40328,-0.38277,4.84356,1.0,1.0
-0.43744,-3.87549,4.92655,1.0,1.0
-4.77179,0.49884,-1.90905,1.0,1.0
0.03552,0.58713,-2.59904,1.0,1.0
0.56859,2.56061,-2.3349,0.0,0.0
-1.16574,-2.31757,3.2056,0.0,0.0
2.24982,3.71196,-3.2995,1.0,1.0
-4.2642,-3.80616,-3.38982,0.0,0.0
0.33083,4.70912,-1.42765,0.0,0.0
4.58508,-4.61799,4.26872,0.0,0.0
-3.18847,4.12475,-4.43773,0.0,0.0
4.48219,-2.99202,-1.97286,1.0,1.0
-0.09058,-1.19279,1.67528,0.0,1.0
4.74808,1.06426,2.21485,1.0,1.0
-4.11995,1.27812,-0.4615,0.0,0.0
3.85782,-1.11789,1.79454,1.0,1.0
-2.71846,-2.40627,-1.23878,1.0,1.0
-1.95936,-2.46121,-4.50331,1.0,1.0
3.36746,-4.35698,3.87366,0.0,0.0
-3.74535,-4.34738,0.63005,0.0,0.0
0.02442,-0.08765,0.74504,1.0,0.0
-2.12943,1.62949,0.02402,0.0,0.0
-1.65257,3.26501,2.27721,0.0,0.0
-1.0639,3.47618,4.20258,1.0,1.0
0.36866,-2.85048,4.15792,1.0,1.0
-3.1052,-4.51577,-1.72513,1.0,1.0
2.26966,4.23274,1.37286,1.0,1.0
4.51839,-4.07629,-4.39246,1.0,1.0
1.04192,4.66116,0.02721,1.0,1.0
-4.48485,-2.78781,-2.55207,0.0,0.0
-1.62143,-4.56397,4.04893,1.0,1.0
0.15564,1.70931,-4.32827,1.0,1.0
-4.45885,0.86468,3.87296,0.0,0.0
0.28482,3.77819,3.10991,0.0,0.0
-4.24146,-2.98043,1.57711,0.0,0.0
-0.56499,-2.093,-0.81366,1.0,1.0
-0.548,4.10552,-3.96542,1.0,1.0
-2.20269,0.37565,1.98287,0.0,0.0
1.30637,4.41643,2.95609,0.0,0.0
0.57077,-2.85317,-0.49126,1.0,1.0
1.93382,3.37962,4.59736,1.0,1.0
1.05453,0.26919,-4.82308,0.0,0.0
-4.27901,-3.43895,-4.4524,0.0,0.0
-0.99137,-1.63121,1.37354,0.0,0.0
0.35665,0.95971,-0.28023,0.0,0.0
-2.22263,4.52825,-4.13591,1.0,1.0
4.38891,-1.88762,0.12661,1.0,1.0
-3.91158,-4.29069,-0.70455,0.0,0.0
2.41697,-2.30635,0.62348,1.0,1.0
-2.2135,-1.11387,4.06446,0.0,0.0
3.5584,0.16018,-2.61894,1.0,1.0
-3.06816,4.54087,-2.97283,0.0,0.0
3.08168,-1.3103,4.8566,0.0,0.0
-1.31844,-1.48483,1.37464,0.0,0.0
4.61517,4.7621,2.07206,0.0,0.0
2.54606,0.63402,2.55776,0.0,0.0
3.5978,-0.13905,1.19862,0.0,0.0
0.37317,0.62471,3.90048,1.0,0.0
-1.44383,-2.91816,-0.4372,0.0,0.0
-2.91915,-0.016,4.03508,0.0,0.0
1.17434,3.55433,-3.33809,1.0,1.0
4.00874,1.01787,-4.6824,0.0,0.0
1.33119,4.51397,-4.20833,1.0,1.0
0.82456,4.15479,-4.90305,0.0,0.0
1.30913,-0.25098,-1.53011,0.0,0.0
1.27536,-4.47298,2.53063,0.0,0.0
-4.95521,-1.93064,0.03959,0.0,0.0
-1.22978,-1.92524,3.30835,1.0,1.0
4.34833,3.73713,0.22431,0.0,0.0
3.84164,4.20862,-0.90762,1.0,1.0
-2.16554,-4.01735,-0.20908,1.0,1.0
4.46297,0.60908,1.67562,0.0,0.0
-3.87116,-3.5648,-0.35527,1.0,1.0
4.51265,-1.39215,3.77484,0.0,0.0
-3.79711,1.17017,1.00613,1.0,1.0
3.59875,-4.96683,-3.10068,1.0,1.0
-2.80312,4.49966,-3.46306,0.0,0.0
-4.63038,0.34461,0.28558,0.0,0.0
3.44047,4.4886,0.38545,0.0,0.0
4.29994,2.25159,-2.35441,0.0,0.0
4.28421,1.67443,-0.85904,0.0,0.0
1.80242,-0.98687,-3.85816,1.0,1.0
2.18979,3.24088,2.28806,0.0,1.0
-2.70885,4.56635,-4.74745,0.0,0.0
-1.67315,-2.39908,-4.51874,0.0,0.0
-0.9427,1.23115,3.82553,0.0,0.0
4.8969,3.0809,-0.31319,0.0,0.0
2.23704,3.43624,-0.34693,0.0,0.0
2.85054,-0.17348,-1.13504,0.0,0.0
0.26091,1.75855,2.26882,0.0,1.0
-1.43264,0.7132,4.09871,1.0,1.0
4.76313,-2.72752,-3.07169,1.0,1.0
1.76686,-0.85316,-4.75778,0.0,0.0
-1.53138,3.06745,2.97427,1.0,1.0
-0.05315,-0.27422,0.79507,0.0,0.0
-2.80603,0.26044,-4.88954,1.0,1.0
-0.2444,-1.63949,1.7487,0.0,0.0
1.38354,-1.19164,-4.92727,1.0,1.0
-2.47726,1.33348,-4.27627,1.0,1.0
-3.92358,1.47035,2.55767,1.0,1.0
-1.7845,-0.10327,4.45711,1.0,1.0
4.45544,-1.92497,3.09988,1.0,1.0
0.93944,4.75484,-0.22386,0.0,0.0
2.74707,2.68137,-0.02567,1.0,1.0
2.9563,-2.3896,-3.77747,0.0,0.0
-0.74836,4.43631,0.00745,0.0,0.0
1.35259,1.24162,-3.67427,0.0,0.0
-1.09703,2.06939,4.7199,1.0,1.0
-3.31982,-0.89558,-4.04906,0.0,0.0
-2.57624,-1.23241,0.40643,1.0,1.0
-2.69433,-2.72437,2.7783,1.0,1.0
4.62642,-1.76387,1.87992,0.0,0.0
-2.4192,4.27952,1.72902,0.0,0.0
3.02677,-4.50646,0.98506,1.0,1.0
0.27612,-2.07003,-2.3757,1.0,1.0
0.80025,2.06486,-4.66827,0.0,0.0
0.67402,-3.2954,-3.59637,0.0,0.0
1.23119,-1.8913,-0.5912,0.0,0.0
-1.40001,1.48336,-0.2988,0.0,0.0
4.63459,-1.47617,2.40284,0.0,0.0
-2.42707,0.08753,0.5257,1.0,1.0
-1.70891,-0.28219,-2.20721,1.0,1.0
-4.93999,-2.84352,2.00064,1.0,1.0
2.70963,-2.19797,-0.91957,0.0,0.0
-4.62634,-2.62937,2.79219,0.0,0.0
1.05986,-2.94229,-2.42558,1.0,1.0
3.16802,-2.90916,-1.65842,1.0,1.0
1.64359,0.61112,-0.3913,0.0,0.0
3.99741,-2.8029,2.4142,1.0,1.0
-3.40936,1.15734,3.70624,1.0,1.0
-0.42098,2.24295,3.20393,1.0,0.0
-3.63974,2.05827,4.19841,1.0,1.0
0.76371,-3.13878,-3.73057,1.0,1.0
-2.40265,-3.96487,0.13394,0.0,0.0
-4.30295,-2.76595,-0.6009,1.0,1.0
-0.26085,0.65398,2.05615,0.0,1.0
-4.52771,-4.19379,-4.39141,0.0,0.0
-0.7685,-4.58152,2.46081,0.0,0.0
-2.77,4.39212,-0.13596,0.0,0.0
-0.53674,2.80539,2.13154,1.0,1.0
1.07309,4.35147,-0.77741,0.0,0.0
3.08532,-1.19907,3.38346,1.0,1.0
-2.40525,-2.10733,1.7787,0.0,0.0
-2.87287,-2.70846,-1.94738,0.0,0.0
1.78929,3.89388,1.74568,1.0,1.0
3.27814,0.43561,-4.31077,0.0,0.0
-3.99534,0.54392,-1.72199,1.0,1.0
-2.79432,-0.33743,1.66497,0.0,0.0
-1.15008,3.02542,2.38523,1.0,1.0
2.34915,4.8519,-2.0477,0.0,0.0
1.44726,3.55478,0.79524,1.0,1.0
2.89502,-0.85548,0.90491,0.0,0.0
-4.44334,4.85768,3.00018,1.0,1.0
3.68809,1.94294,-3.1395,1.0,1.0
-4.68972,3.64657,-1.03669,0.0,0.0
-2.36135,0.61673,-0.79101,0.0,0.0
1.51666,-0.16207,1.97233,1.0,1.0
3.53423,-3.04443,-1.70567,1.0,1.0
-0.63184,4.62058,-1.34666,0.0,0.0
-1.189,1.53473,-0.808,1.0,1.0
4.51224,3.94469,0.13409,1.0,1.0
1.44775,-4.41969,1.95731,1.0,1.0
2.07201,-1.40801,-2.80317,1.0,1.0
4.15078,-0.73295,1.53706,1.0,1.0
-4.66671,-0.85933,3.17259,1.0,1.0
-1.12424,1.03161,-2.90144,1.0,1.0
-0.83474,4.27638,0.66452,0.0,0.0
4.01931,4.02019,4.44148,1.0,1.0
3.95392,-4.96719,4.34015,1.0,1.0
-3.62541,-4.60074,-4.44611,1.0,1.0
-1.51084,1.20804,-0.97689,0.0,0.0
-4.74446,-0.23517,-0.57869,0.0,0.0
2.56849,-2.20387,-2.82469,1.0,1.0
-2.44061,-1.9626,0.99165,1.0,1.0
-0.28475,-1.63105,-1.25686,0.0,0.0
-1.29076,4.72407,-2.67003,0.0,0.0
3.18062,2.08211,-4.9443,1.0,1.0
4.93176,2.56439,1.8245,1.0,1.0
-0.94675,0.55203,-2.46729,1.0,1.0
-4.64517,3.36022,3.96484,1.0,1.0
-3.37529,2.87056,2.41153,0.0,0.0
-3.21625,-0.78171,-0.77242,1.0,1.0
2.59964,3.37661,-4.05225,1.0,1.0
0.62969,2.61748,2.86191,1.0,1.0
-3.52006,0.25505,3.57559,0.0,0.0
-1.81481,-0.74883,3.04359,0.0,0.0
-4.1068,3.59493,-1.88843,1.0,1.0
-4.9855,-2.65841,-4.10499,1.0,1.0
-4.07615,1.92836,-2.86024,1.0,1.0
4.34742,0.16445,-0.39902,1.0,1.0
-0.65716,1.92588,-0.47737,0.0,0.0
-3.714,3.80172,-0.71605,1.0,1.0
-4.25995,0.29366,1.47347,1.0,1.0
-2.24418,3.0034,1.69776,1.0,1.0
1.50341,-0.79175,4.61915,1.0,1.0
-2.25811,0.77706,-1.90945,0.0,0.0
2.44805,-4.52209,-4.54106,1.0,1.0
3.10861,-0.65732,-1.5882,0.0,0.0
1.07527,2.01899,-2.98799,1.0,1.0
-3.14569,4.58151,0.89664,1.0,1.0
-1.09884,3.01442,0.25159,1.0,1.0
-2.58337,-2.93265,-1.03141,1.0,1.0
3.59896,-4.38552,-2.81474,0.0,0.0
3.93152,-3.78265,1.29626,0.0,0.0
-2.86489,1.05867,-1.16896,1.0,1.0
-3.98323,0.82475,1.83043,0.0,0.0
1.80273,1.37034,0.00225,0.0,0.0
0.19473,1.3564,1.90259,1.0,0.0
1.54877,0.86946,-3.44161,1.0,1.0
-2.89383,-2.39776,4.19662,0.0,0.0
2.59395,0.52867,-2.47943,0.0,0.0
-3.89108,3.98759,3.92666,0.0,0.0
-3.89304,2.97217,-0.53355,1.0,1.0
-1.76033,2.39105,1.1433,0.0,0.0
2.8003,-4.25671,-1.81413,1.0,1.0
-1.80683,-1.70247,0.0248,1.0,1.0
-2.16986,-0.55616,-1.32222,0.0,0.0
2.35296,1.03501,1.53629,0.0,0.0
-2.89416,-1.74498,-4.78835,1.0,1.0
-3.91625,-2.34946,-4.34536,0.0,0.0
1.02632,4.9813,-3.99185,1.0,1.0
3.2123,-3.81184,1.69914,1.0,1.0
1.43158,4.02717,-3.86054,0.0,0.0
-1.84556,-4.0922,-0.92617,0.0,0.0
4.11593,2.81523,2.229,1.0,1.0
0.33028,3.83486,-0.50558,0.0,0.0
-3.50314,3.37585,-2.20362,0.0,0.0
-4.46366,-3.73962,1.09059,0.0,0.0
1.07082,-2.39817,2.2718,1.0,1.0
2.7364,4.20503,0.84937,1.0,1.0
2.79423,2.531,-2.42191,0.0,0.0
-1.89774,-0.21518,-4.80961,1.0,1.0
-2.02602,-0.26117,-3.91931,0.0,0.0
-3.73724,-0.36763,2.30965,1.0,1.0
3.33749,0.46314,-0.25251,0.0,0.0
-1.15719,-3.07051,-3.53438,0.0,0.0
2.91896,-0.34993,2.9032,1.0,1.0
2.04083,-3.06104,0.10307,0.0,0.0
-0.55983,-0.76126,0.42571,0.0,0.0
4.82082,3.12901,4.03712,1.0,1.0
-4.7036,-3.59664,-4.15236,1.0,1.0
-2.36769,-0.58108,1.42053,1.0,1.0
0.00831,4.03184,4.39856,1.0,1.0
-3.36479,3.52913,-0.18278,0.0,0.0
-0.46671,2.84939,-4.06859,0.0,0.0
3.82493,1.70863,3.75262,0.0,0.0
4.94478,0.18004,-4.06738,0.0,0.0
-3.33476,-1.76382,-3.96447,0.0,0.0
3.15342,-2.03132,4.75886,1.0,1.0
2.02591,-3.2657,-0.23957,0.0,0.0
-0.33116,-0.07488,0.35691,0.0,0.0
-4.68827,1.86301,-0.12808,0.0,0.0
2.90965,3.1535,-2.69465,0.0,0.0
-4.51577,2.03234,4.77763,1.0,1.0
-0.53342,-2.40387,-3.43328,0.0,0.0
-2.12554,-1.7208,-0.76125,0.0,0.0
1.55407,-2.26837,-4.49023,1.0,1.0
-1.26721,3.5563,-0.01648,1.0,1.0
4.64784,0.03622,-2.24101,1.0,1.0
-3.06686,1.94524,0.36381,1.0,1.0
1.03999,2.55127,2.25903,1.0,1.0
-4.56637,3.02572,0.32703,0.0,0.0
-1.08291,0.37519,1.12451,0.0,0.0
-3.50494,-0.82585,-1.64414,1.0,1.0
-1.49591,-4.08665,-3.40157,0.0,0.0
-3.38168,-1.26775,3.94492,0.0,0.0
-2.93973,-0.83807,-1.88391,0.0,0.0
2.87383,-4.49874,-3.03457,0.0,0.0
-2.89358,4.92963,0.70775,1.0,1.0
-3.61042,-2.27801,-3.32178,0.0,0.0
-3.75395,2.97182,-0.04247,0.0,0.0
1.3121,-1.68749,0.53695,1.0,1.0
-2.42431,-1.91964,1.52238,1.0,1.0
-3.4965,1.17222,3.52235,1.0,1.0
-3.79577,3.97461,-4.20554,0.0,0.0
-1.51091,1.10509,0.59415,0.0,0.0
-4.03609,2.98913,4.73153,1.0,1.0
-3.18772,3.95131,0.56809,0.0,0.0
4.35934,-3.23914,2.92021,0.0,0.0
-4.40218,3.83196,1.74159,1.0,1.0
-1.29745,-3.09533,3.16533,0.0,0.0
1.03241,-1.39584,-0.56164,0.0,0.0
3.26543,-1.61073,-4.10367,0.0,0.0
4.11282,-1.12656,-1.51612,0.0,0.0
-2.956,3.97423,-2.82495,0.0,0.0
1.36673,3.80765,-4.65086,0.0,0.0
3.28792,-0.89401,1.57975,0.0,0.0
-1.27595,1.95516,-2.45705,0.0,0.0
-4.78069,4.47788,-4.83632,0.0,0.0
3.24099,-3.30862,-1.0778,1.0,1.0
3.22492,-2.94068,3.65708,1.0,1.0
-0.02241,-1.33847,1.62438,0.0,0.0
-1.5861,-1.52712,2.33526,1.0,1.0
-1.90168,-2.99227,3.07646,1.0,1.0
3.05371,-0.02414,0.26656,1.0,1.0
1.96077,0.09274,-0.8296,0.0,0.0
4.94894,-3.5236,0.92728,1.0,1.0
3.85863,1.87215,3.80923,1.0,1.0
-1.63665,-2.28007,3.51272,0.0,0.0
-1.05885,2.09682,-3.52251,1.0,1.0
2.55838,0.48983,-2.31388,1.0,1.0
-0.05496,1.96944,-4.88114,0.0,0.0
1.37467,0.41591,-2.79714,0.0,0.0
2.52981,-1.96539,-2.23139,0.0,0.0
-0.28782,1.7615,4.28846,0.0,0.0
-3.58643,-1.03532,-4.3301,0.0,0.0
2.58551,-0.52267,2.06929,1.0,1.0
-1.77806,3.44317,0.34828,1.0,1.0
4.43608,-4.21185,0.14277,1.0,1.0
2.66455,1.00153,-4.76806,1.0,1.0
4.72339,-2.01736,-2.50722,0.0,0.0
-0.1434,0.42158,2.66288,0.0,1.0
-1.06726,-0.6004,0.3496,1.0,1.0
-1.05613,4.14548,3.51252,0.0,0.0
-0.45026,-4.99805,4.00934,1.0,1.0
-3.75663,-2.55488,-3.47639,0.0,0.0
-3.20184,3.02878,0.79501,0.0,0.0
4.56095,-2.68546,-0.14365,0.0,0.0
4.77428,3.26444,2.28616,0.0,0.0
-3.11025,2.69405,-1.52435,1.0,1.0
0.30537,1.09161,1.09364,1.0,0.0
2.26523,1.61702,-4.31629,0.0,0.0
-0.42653,1.64022,-2.04007,1.0,1.0
-1.86943,-3.75432,-0.81385,0.0,0.0
4.8683,-2.14681,0.31437,0.0,0.0
2.43237,-4.86503,4.0044,1.0,1.0
-1.1345,3.69116,-4.61052,0.0,0.0
-3.54336,-1.77471,-1.54538,1.0,1.0
3.47794,-4.88799,1.41112,1.0,1.0
-3.68688,3.23216,2.78573,0.0,0.0
-0.00079,-2.87313,1.34495,0.0,0.0
-3.43742,-3.09976,1.2669,0.0,0.0
4.91228,3.91061,0.93107,0.0,0.0
0.38537,4.98385,0.47397,1.0,1.0
-0.79883,4.09556,-2.65816,0.0,0.0
-4.02474,1.3409,-4.0415,0.0,0.0
-1.26851,-0.76423,0.47538,1.0,1.0
4.9166,-2.79018,-1.24244,1.0,1.0
-3.6776,1.07614,2.27673,1.0,1.0
-0.17923,-2.54169,1.20888,1.0,1.0
0.39158,-3.28814,-0.94318,1.0,1.0
-0.64803,4.82618,3.49286,1.0,1.0
2.34371,3.88777,2.35484,0.0,0.0
4.03402,-4.45447,-0.43934,1.0,1.0
2.46898,0.83296,-3.24834,0.0,0.0
-1.59508,-1.82226,-2.38653,1.0,1.0
-1.56864,0.14853,3.54869,0.0,1.0
2.42033,3.3525,3.83604,1.0,1.0
-0.8385,-1.53974,-4.42377,1.0,1.0
4.30492,-4.34177,2.41136,1.0,1.0
-1.21892,4.48781,-0.80398,0.0,0.0
3.16608,-2.17345,-2.00911,0.0,0.0
0.95519,4.97983,0.17572,1.0,1.0
4.36309,2.8625,2.95864,0.0,0.0
-0.6404,-1.13458,-3.08078,1.0,1.0
4.63941,4.59394,2.47068,1.0,1.0
-2.03748,-2.5482,4.8861,1.0,1.0
