a,b,c,d,e,f,g,h,i,j,class
0.097,0.387,0.681,0.784,0.157,0.778,0.824,0.869,0.826,0.073,1
0.683,0.564,0.053,0.649,0.754,0.362,0.411,0.788,0.168,0.928,1
0.149,0.637,0.754,0.758,0.961,0.048,0.093,0.558,0.929,0.755,0
0.187,0.423,0.497,0.252,0.09,0.906,0.676,0.255,0.722,0.569,0
0.423,0.234,0.242,0.917,0.229,0.174,0.661,0.402,0.599,0.15,1
0.204,0.31,0.398,0.816,0.207,0.556,0.655,0.811,0.13,0.126,0
0.777,0.806,1.0,0.525,0.591,0.853,0.333,0.904,0.949,0.049,1
0.591,0.029,0.417,0.457,0.213,0.952,0.523,0.357,0.591,0.922,1
0.112,0.486,0.574,0.811,0.473,0.402,0.55,0.407,0.495,0.793,1
0.387,0.268,0.454,0.172,0.98,0.854,0.064,0.112,0.488,0.671,0
0.768,0.192,0.656,0.516,0.41,0.171,0.515,0.616,0.037,0.497,1
0.97,0.445,0.297,0.922,0.107,0.564,0.594,0.11,0.417,0.051,0
0.33,0.794,0.179,0.859,0.02,0.679,0.789,0.687,0.341,0.62,0
0.322,0.751,0.486,0.499,0.482,0.227,0.256,0.427,0.839,0.078,0
0.948,0.926,0.668,0.054,0.523,0.374,0.354,0.212,0.133,0.927,0
0.842,0.667,0.742,0.744,0.494,0.821,0.569,0.738,0.477,0.071,1
0.065,0.072,0.844,0.996,0.935,0.388,0.488,0.616,0.585,0.403,1
0.689,0.538,0.221,0.642,0.223,0.34,0.052,0.056,0.916,0.292,0
0.889,0.025,0.484,0.182,0.465,0.507,0.586,0.471,0.338,0.261,0
0.77,0.235,0.571,0.411,0.621,0.717,0.899,0.935,0.335,0.986,0
0.613,0.744,0.83,0.127,0.66,0.655,0.054,0.415,0.692,0.55,0
0.638,0.797,0.379,0.341,0.225,0.42,0.148,0.292,0.707,0.17,0
0.275,0.314,0.765,0.182,0.01,0.453,0.617,0.9,0.794,0.845,0
0.526,0.136,0.268,0.718,0.892,0.144,0.828,0.134,0.971,0.37,0
0.363,0.557,0.88,0.64,0.265,0.403,0.304,0.85,0.617,0.119,0
0.786,0.458,0.054,0.378,0.76,0.225,0.796,0.375,0.846,0.879,1
0.586,0.572,0.425,0.839,0.459,0.745,0.914,0.709,0.305,0.68,1
0.288,0.05,0.232,0.578,0.708,0.067,0.842,0.724,0.693,0.605,0
0.305,0.226,0.801,0.154,0.745,0.584,0.341,0.242,0.346,0.125,0
0.394,0.304,0.569,0.646,0.817,0.646,0.824,0.967,0.575,0.301,1
0.567,0.774,0.301,0.238,0.383,0.315,0.749,0.769,0.177,0.959,1
0.247,0.295,0.292,0.577,0.819,0.622,0.587,0.117,0.549,0.282,1
0.896,0.433,0.313,0.75,0.875,0.582,0.978,0.105,0.892,0.36,0
0.067,0.818,0.546,0.99,0.906,0.689,0.491,0.134,0.155,0.048,1
0.924,0.907,0.317,0.884,0.133,0.03,0.982,0.573,0.459,0.028,0
0.213,0.197,0.65,0.894,0.907,0.69,0.727,0.583,0.973,0.14,0
0.145,0.811,0.571,0.675,0.115,0.475,0.015,0.436,0.823,0.822,1
0.53,0.671,0.127,0.385,0.172,0.824,0.352,0.002,0.122,0.444,1
0.633,0.685,0.884,0.024,0.109,0.509,0.186,0.996,0.416,0.651,0
0.433,0.85,0.982,0.707,0.435,0.459,0.659,0.29,0.576,0.359,0
0.392,0.639,0.917,0.947,0.933,0.338,0.521,0.955,0.803,0.562,1
0.33,0.496,0.688,0.933,0.589,0.122,0.377,0.892,0.126,0.43,0
0.492,0.615,0.691,0.76,0.904,0.89,0.026,0.294,0.45,0.767,1
0.923,0.907,0.287,0.786,0.561,0.685,0.255,0.974,0.053,0.54,0
0.21,0.203,0.318,0.485,0.599,0.669,0.822,0.288,0.897,0.437,1
0.105,0.233,0.428,0.392,0.032,0.172,0.524,0.688,0.586,0.435,1
0.692,0.55,0.381,0.903,0.498,0.222,0.284,0.242,0.352,0.585,0
0.155,0.8,0.29,0.641,0.625,0.47,0.402,0.734,0.418,0.585,0
0.368,0.283,0.495,0.205,0.936,0.499,0.735,0.231,0.407,0.336,0
0.22,0.789,0.094,0.205,0.325,0.08,0.629,0.791,0.887,0.977,1
0.476,0.137,0.774,0.724,0.755,0.184,0.623,0.438,0.202,0.046,0
0.093,0.024,0.755,0.491,0.698,0.086,0.812,0.844,0.815,0.517,0
0.691,0.411,0.268,0.18,0.097,0.251,0.367,0.185,0.141,0.669,1
0.382,0.023,0.001,0.733,0.66,0.535,0.712,0.777,0.182,0.348,0
0.044,0.812,0.597,0.143,0.868,0.788,0.578,0.724,0.427,0.608,0
0.953,0.155,0.644,0.124,0.908,0.538,0.889,0.108,0.656,0.67,0
0.679,0.653,0.21,0.566,0.069,0.98,0.961,0.274,0.664,0.367,0
0.539,0.956,0.841,0.644,0.378,0.455,0.079,0.987,0.761,0.128,1
0.916,0.997,0.629,0.754,0.493,0.748,0.886,0.533,0.558,0.834,1
0.672,0.173,0.428,0.343,0.491,0.628,0.879,0.172,0.884,0.271,0
0.053,0.05,0.259,0.479,0.398,0.781,0.449,0.998,0.241,0.405,1
0.644,0.166,0.231,0.365,0.383,0.038,0.863,0.376,0.347,0.597,0
0.164,0.988,0.079,0.529,0.773,0.771,0.653,0.959,0.801,0.909,1
0.22,0.466,0.002,0.711,0.68,0.36,0.072,0.201,0.949,0.442,0
0.511,0.686,0.577,0.74,0.656,0.517,0.813,0.19,0.328,0.269,0
0.147,0.52,0.813,0.722,0.118,0.973,0.723,0.812,0.435,0.221,1
0.287,0.853,0.904,0.357,0.583,0.951,0.703,0.373,0.697,0.456,1
0.511,1.0,0.088,0.346,0.747,0.463,0.822,0.608,0.374,0.686,0
0.846,0.562,0.323,0.089,0.279,0.378,0.434,0.529,0.909,0.985,1
0.746,0.252,0.739,0.373,0.185,0.742,0.056,0.192,0.133,0.549,1
0.634,0.146,0.367,0.589,0.383,0.997,0.421,0.511,0.182,0.072,1
0.005,0.434,0.0,0.332,0.749,0.081,0.102,0.916,0.858,0.331,1
0.568,0.202,0.877,0.252,0.684,0.83,0.744,0.964,0.866,0.851,1
0.927,0.21,0.91,0.217,0.187,0.071,0.328,0.126,0.444,0.139,1
0.471,0.009,0.85,0.598,0.617,0.0,0.763,0.379,0.89,0.878,0
0.281,0.565,0.132,0.381,0.265,0.769,0.962,0.247,0.836,0.447,1
0.097,0.074,0.864,0.148,0.302,0.377,0.89,0.518,0.99,0.058,1
0.753,0.301,0.465,0.28,0.489,0.602,0.006,0.529,0.365,0.646,1
0.485,0.137,0.27,0.592,0.429,0.072,0.663,0.979,0.057,0.303,1
0.348,0.524,0.126,0.679,0.25,0.554,0.01,0.975,0.271,0.627,0
0.681,0.122,0.318,0.525,0.494,0.224,0.813,0.477,0.043,0.718,0
0.073,0.854,0.804,0.677,0.439,0.389,0.469,0.869,0.4,0.014,1
0.623,0.729,0.693,0.076,0.57,0.674,0.129,0.503,0.962,0.977,1
0.505,0.851,0.721,0.066,0.764,0.097,0.434,0.543,0.204,0.201,1
0.375,0.368,0.058,0.247,0.174,0.386,0.054,0.249,0.529,0.01,0
0.006,0.708,0.328,0.072,0.352,0.879,0.1,0.936,0.392,0.253,0
0.93,0.766,0.842,0.608,0.384,0.168,0.251,0.896,0.784,0.477,0
0.929,0.621,0.235,0.15,0.794,0.356,0.602,0.869,0.454,0.748,1
0.446,0.596,0.486,0.274,0.734,0.567,0.977,0.213,0.208,0.799,1
0.355,0.735,0.236,0.408,0.196,0.919,0.43,0.234,0.754,0.194,1
0.592,0.858,0.596,0.108,0.454,0.894,0.394,0.198,0.408,0.126,0
0.274,0.499,0.825,0.517,0.69,0.233,0.031,0.497,0.344,0.913,0
0.903,0.663,0.754,0.277,0.59,0.037,0.727,0.201,0.325,0.495,1
0.886,0.884,0.828,0.284,0.657,0.38,0.579,0.023,0.191,0.155,1
0.645,0.022,0.029,0.426,0.937,0.728,0.809,0.706,0.19,0.477,1
0.595,0.088,0.231,0.772,0.966,0.664,0.181,0.079,0.57,0.684,0
0.596,0.854,0.665,0.531,0.877,0.387,0.309,0.452,0.161,0.05,0
0.337,0.392,0.735,0.154,0.797,0.196,0.676,0.55,0.361,0.172,1
0.306,0.429,0.337,0.696,0.588,0.089,0.451,0.865,0.633,0.67,0
0.519,0.096,0.961,0.449,0.151,0.507,0.843,0.647,0.165,0.515,1
0.94,0.652,0.05,0.348,0.43,0.912,0.653,0.936,0.375,0.385,1
0.489,0.266,0.486,0.207,0.392,0.931,0.385,0.218,0.1,0.251,1
0.072,0.695,0.235,0.017,0.607,0.664,0.722,0.568,0.483,0.253,1
0.314,0.151,0.632,0.269,0.175,0.169,0.584,0.704,0.074,0.26,0
0.016,0.112,0.078,0.899,0.818,0.008,0.777,0.479,0.092,0.847,0
0.023,0.218,0.243,0.236,0.447,0.187,0.122,0.761,0.167,0.24,0
0.91,0.236,0.477,0.15,0.544,0.575,0.045,0.39,0.119,0.733,1
0.1,0.15,0.047,0.423,0.641,0.669,0.777,0.903,0.314,0.773,1
0.011,0.869,0.783,0.464,0.063,0.54,0.404,0.072,0.707,0.218,1
0.302,0.548,0.366,0.702,0.149,0.473,0.637,0.327,0.309,0.385,1
0.04,0.356,0.987,0.536,0.837,0.448,0.471,0.639,0.863,0.696,1
0.646,0.832,0.522,0.973,0.492,0.191,0.652,0.628,0.943,0.824,1
0.687,0.637,0.409,0.867,0.629,0.132,0.55,0.136,0.267,0.921,0
0.719,0.902,0.009,0.937,0.883,0.925,0.777,0.255,0.542,0.133,0
0.28,0.306,0.764,0.053,0.576,0.406,0.636,0.656,0.683,0.846,0
0.462,0.368,0.947,0.275,0.15,0.061,0.857,0.229,0.672,0.436,1
0.488,0.182,0.02,0.307,0.654,0.498,0.434,0.892,0.616,0.901,0
0.582,0.706,0.581,0.982,0.128,0.885,0.98,0.144,0.289,0.998,1
0.318,0.161,0.025,0.878,0.353,0.933,0.64,0.616,0.251,0.069,1
0.388,0.221,0.388,0.671,0.293,0.608,0.968,0.67,0.043,0.262,0
0.175,0.245,0.285,0.329,0.221,0.31,0.304,0.693,0.051,0.449,0
0.418,0.325,0.262,0.162,0.132,0.723,0.009,0.62,0.27,0.376,1
0.167,0.922,0.259,0.425,0.029,0.977,0.1,0.946,0.468,0.843,1
0.675,0.995,0.071,0.838,0.464,0.911,0.54,0.97,0.616,0.358,0
0.092,0.135,0.389,0.946,0.528,0.814,0.056,0.384,0.639,0.147,1
0.86,0.127,0.302,0.03,0.218,0.148,0.128,0.858,0.916,0.753,0
0.763,0.102,0.257,0.499,0.002,0.264,0.775,0.106,0.471,0.702,0
0.164,0.918,0.104,0.32,0.694,0.472,0.714,0.934,0.082,0.541,1
0.317,0.632,0.422,0.606,0.22,0.023,0.261,0.547,0.784,0.049,1
0.969,0.837,0.453,0.939,0.043,0.46,0.566,0.216,0.03,0.154,1
0.877,0.922,0.651,0.322,0.64,0.757,0.953,0.181,0.226,0.463,0
0.668,0.543,0.701,0.027,0.551,0.532,0.531,0.997,0.319,0.871,0
0.054,0.037,0.896,0.036,0.805,0.656,0.994,0.817,0.295,0.064,1
0.283,0.788,0.439,0.227,0.673,0.716,0.198,0.6,0.371,0.05,1
0.651,0.817,0.596,0.118,0.385,0.392,0.625,0.473,0.083,0.299,1
0.592,0.042,0.684,0.811,0.856,0.382,0.371,0.025,0.284,0.679,0
0.838,0.672,0.975,0.215,0.417,0.163,0.309,0.41,0.944,0.475,0
0.179,0.702,0.646,0.946,0.568,0.456,0.879,0.388,0.872,0.589,0
0.831,0.069,0.641,0.201,0.442,0.112,0.461,0.411,0.559,0.564,0
0.316,0.007,0.109,0.903,0.141,0.379,0.76,0.862,0.312,0.202,0
0.052,0.522,0.862,0.589,0.003,0.165,0.116,0.768,0.843,0.626,1
0.201,0.034,0.277,0.675,0.111,0.441,0.172,0.263,0.264,0.645,1
0.866,0.46,0.838,0.149,0.219,0.817,0.635,0.528,0.438,0.493,1
0.592,0.656,0.981,0.841,0.412,0.526,0.552,0.671,0.681,0.525,0
0.662,0.852,0.827,0.217,0.133,0.985,0.997,0.908,0.713,0.321,0
0.827,0.716,0.969,0.74,0.464,0.405,0.356,0.258,0.714,0.98,1
0.428,0.941,0.217,0.953,0.132,0.527,0.838,0.651,0.436,0.76,0
0.155,0.01,0.778,0.498,0.906,0.012,0.891,0.679,0.566,0.714,0
0.022,0.305,0.635,0.464,0.087,0.011,0.745,0.748,0.073,0.846,1
0.922,0.069,0.856,0.982,0.507,0.824,0.367,0.457,0.051,0.706,0
0.902,0.909,0.406,0.337,0.803,0.886,0.571,0.721,0.518,0.991,1
0.614,0.643,0.62,0.744,0.532,0.582,0.781,0.551,0.059,0.708,0
0.863,0.276,0.277,0.344,0.754,0.369,0.189,0.171,0.266,0.374,0
0.74,0.593,0.261,0.284,0.613,0.007,0.371,0.662,0.801,0.372,1
0.081,0.076,0.127,0.039,0.183,0.168,0.392,0.986,0.128,0.477,0
0.253,0.734,0.586,0.263,0.034,0.335,0.887,0.129,0.779,0.612,0
0.5,0.105,0.419,0.398,0.162,0.378,0.075,0.132,0.616,0.459,1
0.858,0.332,0.32,0.726,0.862,0.111,0.043,0.341,0.545,0.566,1
0.486,0.335,0.035,0.605,0.495,0.569,0.086,0.837,0.414,0.012,1
0.349,0.632,0.192,0.536,0.559,0.292,0.681,0.934,0.49,0.518,1
0.271,0.493,0.1,0.877,0.677,0.809,0.302,0.523,0.244,0.174,1
0.978,0.351,0.35,0.053,0.252,0.759,0.545,0.954,0.732,0.539,0
0.44,0.864,0.559,0.469,0.559,0.414,0.79,0.609,0.85,0.906,0
0.972,0.947,0.826,0.79,0.594,0.747,0.076,0.097,0.876,0.844,1
0.601,0.391,0.436,0.809,0.802,0.129,0.161,0.041,0.146,0.239,1
0.398,0.629,0.645,0.164,0.865,0.467,0.213,0.82,0.132,0.17,1
0.652,0.196,0.102,0.813,0.806,0.912,0.465,0.332,0.877,0.044,0
0.043,0.251,0.88,0.73,0.533,0.94,0.341,0.452,0.463,0.189,0
0.435,0.371,0.451,0.234,0.457,0.046,0.317,0.595,0.219,0.837,1
0.106,0.002,0.304,0.231,0.145,0.988,0.817,0.618,0.964,0.48,0
0.588,0.89,0.229,0.035,0.183,0.481,0.394,0.722,0.37,0.246,0
0.926,0.273,0.456,0.47,0.332,0.926,0.638,0.321,0.852,0.014,0
0.87,0.638,0.509,0.344,0.132,0.474,0.169,0.61,0.173,0.973,1
0.667,0.559,0.635,0.864,0.556,0.221,0.424,0.128,0.055,0.006,1
0.443,0.124,0.558,0.007,0.103,0.892,0.002,0.221,0.007,0.481,1
0.408,0.847,0.7,0.218,0.318,0.393,0.442,0.691,0.653,0.938,1
0.516,0.318,0.764,0.639,0.459,0.863,0.296,0.983,0.775,0.533,0
0.862,0.926,0.954,0.959,0.604,0.956,0.944,0.82,0.997,0.453,1
0.645,0.422,0.625,0.642,0.672,0.541,0.531,0.725,0.794,0.207,1
0.845,0.879,0.851,0.392,0.456,0.898,0.207,0.24,0.594,0.459,1
0.267,0.656,0.564,0.186,0.483,0.427,0.992,0.931,0.164,0.084,0
0.109,0.855,0.684,0.244,0.056,0.2,0.284,0.527,0.164,0.137,0
0.089,0.203,0.715,0.251,0.621,0.633,0.461,0.726,0.172,0.579,1
0.967,0.807,0.06,0.488,0.02,0.667,0.543,0.708,0.451,0.014,1
0.393,0.74,0.305,0.884,0.002,0.705,0.327,0.63,0.665,0.363,0
0.219,0.474,0.676,0.029,0.359,0.972,0.035,0.504,0.957,0.017,0
0.609,0.992,0.289,0.936,0.498,0.721,0.327,0.583,0.329,0.453,0
0.691,0.646,0.977,0.075,0.939,0.496,0.261,0.371,0.444,0.876,0
0.211,0.413,0.07,0.397,0.274,0.292,0.669,0.206,0.598,0.56,0
0.75,0.874,0.543,0.902,0.192,0.715,0.658,0.862,0.501,0.257,1
0.042,0.505,0.738,0.128,0.059,0.269,0.143,0.129,0.18,0.913,1
0.58,0.426,0.613,0.298,0.691,0.255,0.257,0.168,0.434,0.048,1
0.312,0.58,0.156,0.256,0.583,0.112,0.808,0.356,0.453,0.157,0
0.1,0.848,0.578,0.751,0.048,0.476,0.404,0.013,0.658,0.011,0
0.731,0.828,0.462,0.723,0.08,0.759,0.416,0.341,0.12,0.355,1
0.147,0.967,0.339,0.497,0.253,0.371,0.753,0.95,0.982,0.303,1
0.936,0.098,0.529,0.195,0.156,0.165,0.198,0.805,0.71,0.852,0
0.789,0.985,0.953,0.649,0.037,0.649,0.205,0.906,0.855,0.826,1
0.908,0.607,0.866,0.252,0.174,0.005,0.525,0.898,0.13,0.249,0
0.823,0.813,0.397,0.01,0.387,0.869,0.334,0.911,0.536,0.424,0
0.254,0.291,0.488,0.419,0.061,0.418,0.011,0.357,0.733,0.675,0
0.318,0.22,0.21,0.684,0.175,0.444,0.063,0.438,0.682,0.789,1
0.723,0.645,0.158,0.543,0.246,0.583,0.732,0.359,0.545,0.29,0
0.936,0.777,0.696,0.176,0.808,0.94,0.034,0.219,0.691,0.506,0
0.805,0.717,0.474,0.635,0.582,0.774,0.38,0.183,0.595,0.913,1
0.598,0.091,0.786,0.102,0.831,0.337,0.451,0.313,0.703,0.501,0
0.914,0.151,0.177,0.716,0.067,0.097,0.233,0.998,0.966,0.649,0
0.184,0.238,0.817,0.968,0.6,0.821,0.565,0.941,0.737,0.643,1
0.678,0.381,0.993,0.898,0.796,0.641,0.478,0.803,0.008,0.922,1
0.356,0.62,0.634,0.358,0.742,0.098,0.376,0.545,0.795,0.093,1
0.517,0.006,0.805,0.78,0.87,0.375,0.984,0.519,0.549,0.095,1
0.405,0.352,0.851,0.781,0.413,0.649,0.997,0.449,0.167,0.194,1
0.66,0.953,0.232,0.157,0.009,0.801,0.143,0.898,0.741,0.162,1
0.862,0.712,0.039,0.076,0.27,0.437,0.975,0.886,0.173,0.518,1
0.499,0.885,0.47,0.854,0.26,0.28,0.223,0.495,0.127,0.364,0
0.924,0.15,0.578,0.813,0.652,0.711,0.474,0.986,0.155,0.788,1
0.142,0.672,0.689,0.223,0.1,0.756,0.603,0.906,0.389,0.463,0
0.412,0.732,0.65,0.196,0.351,0.299,0.361,0.101,0.972,0.961,1
0.713,0.393,0.867,0.691,0.052,0.086,0.762,0.187,0.646,0.183,0
0.472,0.561,0.505,0.237,0.342,0.599,0.959,0.858,0.251,0.412,0
0.546,0.267,0.125,0.354,0.939,0.234,0.212,0.272,0.866,0.864,1
0.384,0.949,0.282,0.563,0.69,0.353,0.875,0.131,0.905,0.424,0
0.499,0.851,0.609,0.136,0.322,0.868,0.151,0.227,0.473,0.648,1
0.33,0.703,0.904,0.462,0.144,0.314,0.443,0.855,0.876,0.107,1
0.942,0.153,0.29,0.902,0.854,0.894,0.634,0.248,0.66,0.853,0
0.906,0.245,0.27,0.615,0.478,0.764,0.146,0.507,0.667,0.046,1
0.041,0.046,0.626,0.862,0.22,0.002,0.327,0.473,0.983,0.45,0
0.992,0.765,0.534,0.468,0.197,0.061,0.632,0.474,0.008,0.459,1
0.244,0.952,0.386,0.87,0.038,0.531,0.972,0.71,0.911,0.738,0
0.231,0.011,0.883,0.576,0.014,0.871,0.076,0.297,0.289,0.349,1
0.62,0.646,0.711,0.343,0.439,0.585,0.772,0.695,0.088,0.854,0
0.863,0.226,0.338,0.365,0.504,0.976,0.199,0.742,0.132,0.113,1
0.461,0.047,0.013,0.006,0.147,0.981,0.661,0.809,0.858,0.546,1
0.894,0.628,0.917,0.772,0.208,0.308,0.384,0.005,0.307,0.361,1
0.951,0.394,0.532,0.725,0.529,0.815,0.079,0.462,0.708,0.328,0
0.243,0.946,0.728,0.987,0.629,0.754,0.998,0.871,0.18,0.478,1
0.795,0.222,0.911,0.814,0.813,0.486,0.375,0.843,0.628,0.364,1
0.078,0.56,0.957,0.881,0.895,0.742,0.586,0.042,0.128,0.869,0
0.928,0.174,0.188,0.161,0.028,0.71,0.526,0.833,0.241,0.587,0
0.104,0.3,0.305,0.104,0.033,0.578,0.641,0.964,0.149,0.372,0
0.636,0.58,0.878,0.209,0.765,0.143,0.409,0.835,0.097,0.367,0
0.796,0.069,0.502,0.902,0.767,0.458,0.752,0.186,0.514,0.792,1
0.75,0.857,0.207,0.85,0.501,0.42,0.9,0.428,0.412,0.722,1
0.838,0.974,0.686,0.435,0.673,0.577,0.622,0.641,0.906,0.142,0
0.335,0.324,0.63,0.624,0.074,0.02,0.702,0.155,0.971,0.03,0
0.607,0.928,0.153,0.394,0.043,0.881,0.849,0.812,0.092,0.228,0
0.219,0.826,0.992,0.763,0.939,0.807,0.236,0.66,0.171,0.976,1
0.606,0.955,0.359,0.371,0.644,0.335,0.83,0.165,0.828,0.077,0
0.08,0.189,0.958,0.608,0.038,0.177,0.604,0.532,0.716,0.749,1
0.272,0.729,0.854,0.226,0.409,0.587,0.161,0.043,0.19,0.905,1
0.295,0.839,0.867,0.99,0.913,0.802,0.977,0.202,0.664,0.499,0
0.634,0.373,0.561,0.297,0.808,0.192,0.749,0.711,0.751,0.865,0
0.71,0.291,0.771,0.737,0.816,0.571,0.494,0.851,0.347,0.234,0
0.659,0.953,0.51,0.838,0.391,0.619,0.295,0.639,0.959,0.734,0
0.462,0.266,0.872,0.537,0.165,0.032,0.385,0.479,0.28,0.935,0
0.559,0.897,0.162,0.721,0.061,0.063,0.66,0.001,0.64,0.869,0
0.832,0.025,0.194,0.377,0.907,0.241,0.978,0.698,0.952,0.381,0
0.09,0.734,0.525,0.248,0.785,0.145,0.024,0.585,0.257,0.121,0
0.181,0.215,0.757,0.593,0.34,0.473,0.79,0.326,0.701,0.289,0
0.572,0.244,0.04,0.324,0.802,0.913,0.597,0.615,0.707,0.75,1
0.968,0.088,0.106,0.823,0.024,0.029,0.624,0.663,0.042,0.322,1
0.824,0.988,0.423,0.002,0.333,0.328,0.51,0.432,0.908,0.939,0
0.993,0.154,0.796,0.352,0.443,0.405,0.167,0.22,0.528,0.505,1
0.762,0.399,0.234,0.589,0.982,0.876,0.244,0.3,0.516,0.419,0
0.775,0.981,0.365,0.384,0.395,0.606,0.085,0.593,0.467,0.324,1
0.996,0.12,0.089,0.463,0.217,0.863,0.971,0.962,0.615,0.397,0
0.973,0.81,0.255,0.49,0.072,0.446,0.287,0.496,0.843,0.456,1
0.829,0.877,0.089,0.234,0.078,0.063,0.145,0.553,0.2,0.197,1
0.305,0.01,0.093,0.255,0.467,0.768,0.374,0.984,0.603,0.837,1
0.185,0.061,0.461,0.835,0.545,0.943,0.201,0.7,0.569,0.339,1
0.659,0.348,0.019,0.434,0.569,0.193,0.021,0.789,0.874,0.664,0
0.137,0.886,0.791,0.658,0.084,0.512,0.734,0.115,0.13,0.069,0
0.631,0.511,0.998,0.2,0.533,0.562,0.123,0.211,0.354,0.648,0
0.573,0.734,0.534,0.708,0.029,0.037,0.146,0.276,0.181,0.061,1
0.251,0.508,0.68,0.963,0.663,0.096,0.615,0.422,0.598,0.104,1
0.594,0.145,0.405,0.383,0.01,0.428,0.506,0.838,0.817,0.599,0
0.119,0.055,0.865,0.94,0.608,0.7,0.359,0.055,0.099,0.568,1
0.473,0.963,0.883,0.525,0.679,0.337,0.956,0.721,0.928,0.638,1
0.141,0.48,0.205,0.67,0.758,0.532,0.939,0.881,0.84,0.039,0
0.968,0.42,0.611,0.625,0.312,0.391,0.859,0.744,0.024,0.469,1
0.861,0.67,0.377,0.908,0.548,0.133,0.525,0.216,0.524,0.047,1
0.743,0.05,0.768,0.745,0.033,0.395,0.66,0.423,0.279,0.512,0
0.809,0.118,0.724,0.191,0.134,0.646,0.032,0.873,0.432,0.684,0
0.869,0.984,0.727,0.308,0.237,0.773,0.622,0.077,0.341,0.237,0
0.241,0.776,0.848,0.755,0.722,0.998,0.777,0.652,0.252,0.606,1
0.768,0.694,0.892,0.024,0.801,0.062,0.49,0.831,0.236,0.901,1
0.837,0.201,0.459,0.906,0.394,0.494,0.917,0.137,0.201,0.219,0
0.636,0.523,0.224,0.297,0.351,0.305,0.098,0.579,0.56,0.084,1
0.678,0.678,0.941,0.234,0.677,0.84,0.413,0.775,0.482,0.382,0
0.2,0.099,0.131,0.338,0.416,0.227,0.104,0.645,0.771,0.544,1
0.885,0.601,0.981,0.887,0.46,0.254,0.261,0.104,0.937,0.891,1
0.589,0.997,0.627,0.739,0.553,0.136,0.14,0.366,0.981,0.657,1
0.363,0.129,0.512,0.783,0.159,0.008,0.982,0.22,0.546,0.051,0
0.774,0.414,0.015,0.327,0.534,0.591,0.931,0.009,0.979,0.829,0
0.224,0.705,0.671,0.033,0.441,0.983,0.107,0.353,0.892,0.14,0
0.95,0.929,0.906,0.827,0.059,0.072,0.348,0.252,0.83,0.875,0
0.427,0.903,0.126,0.778,0.509,0.877,0.725,0.944,0.894,0.255,0
0.778,0.627,0.197,0.27,0.821,0.958,0.065,0.342,0.437,0.687,1
0.503,0.942,0.266,0.154,0.325,0.189,0.92,0.141,0.397,0.301,1
0.723,0.027,0.663,0.911,0.926,0.307,0.61,0.176,0.862,0.479,1
0.122,0.164,0.56,0.993,0.32,0.547,0.435,0.539,0.703,0.054,0
0.859,0.26,0.586,0.993,0.737,0.087,0.375,0.971,0.156,0.647,1
0.619,0.364,0.471,0.372,0.621,0.362,0.172,0.054,0.979,0.415,0
0.004,0.312,0.433,0.904,0.2,0.098,0.002,0.598,0.011,0.531,1
0.061,0.646,0.594,0.46,0.187,0.738,0.965,0.955,0.85,0.496,0
0.98,0.478,0.057,0.269,0.688,0.08,0.453,0.33,0.227,0.492,1
0.152,0.549,0.685,0.235,0.043,0.794,0.838,0.965,0.949,0.655,1
0.444,0.643,0.703,0.861,0.003,0.128,0.574,0.402,0.262,0.156,1
0.812,0.962,0.189,0.02,0.28,0.602,0.307,0.028,0.457,0.471,1
0.355,0.915,0.31,0.816,0.215,0.726,0.345,0.288,0.215,0.852,0
0.912,0.431,0.731,0.496,0.05,0.461,0.398,0.383,0.891,0.471,0
0.723,0.017,0.189,0.432,0.267,0.984,0.192,0.289,0.53,0.244,1
0.795,0.148,0.207,0.516,0.738,0.319,0.431,0.552,0.564,0.411,1
0.123,0.604,0.758,0.813,0.814,0.717,0.244,0.174,0.568,0.476,0
0.121,0.857,0.919,0.121,0.383,0.91,0.956,0.135,0.076,0.804,0
0.02,0.829,0.222,0.959,0.768,0.791,0.791,0.062,0.235,0.991,1
0.592,0.948,0.333,0.435,0.366,0.976,0.935,0.396,0.387,0.387,1
0.014,0.524,0.185,0.238,0.467,0.861,0.422,0.056,0.37,0.829,0
0.983,0.491,0.259,0.744,0.046,0.514,0.254,0.671,0.221,0.169,0
0.938,0.977,0.85,0.127,0.281,0.826,0.677,0.695,0.789,0.013,0
0.573,0.809,0.324,0.608,0.959,0.465,0.075,0.272,0.274,0.083,0
0.462,0.077,0.18,0.222,0.313,0.473,0.221,0.297,0.841,0.622,0
0.743,0.987,0.956,0.122,0.238,0.196,0.959,0.91,0.277,0.446,0
0.399,0.252,0.427,0.417,0.361,0.895,0.078,0.015,0.321,0.513,1
0.722,0.156,0.083,0.209,0.525,0.591,0.438,0.281,0.383,0.59,1
0.947,0.035,0.351,0.83,0.475,0.45,0.502,0.561,0.823,0.093,1
0.285,0.78,0.697,0.192,0.644,0.067,0.522,0.569,0.524,0.174,0
0.805,0.493,0.301,0.051,0.508,0.317,0.49,0.207,0.578,0.343,1
0.888,0.854,0.478,0.235,0.494,0.714,0.714,0.083,0.379,0.917,0
0.387,0.978,0.305,0.375,0.265,0.017,0.473,0.223,0.646,0.029,1
0.49,0.279,0.831,0.759,0.598,0.842,0.296,0.418,0.38,0.829,1
0.448,0.132,0.175,0.974,0.029,0.085,0.12,0.592,0.114,0.701,1
